프로젝트 명,엔드포인트 URL,엔드포인트 클래스,엔드포인트 메소드,사용 프로젝트 명,클래스,메소드(라인),메소드 분석,HTTP,엔드포인트 정의 위치,사용 파일,사용 라인,매칭 유형,신뢰도,소스 라인,endpoint_id
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,PatchAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserUpdate (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:326),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",PATCH,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:236,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,326,template-exact,High,"//using var repHttpMsg = await _httpClient.PatchAsJsonAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"", chatUser.Operations);",169
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,DeleteAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatOut (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:356),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",DELETE,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:318,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,356,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}:out"", default);",167
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatOut (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:356),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:63,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,356,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}:out"", default);",168
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,PatchAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatOut (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:356),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",PATCH,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:236,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,356,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}:out"", default);",169
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,DeleteAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserInfo (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:385),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",DELETE,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:318,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,385,template-exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"");",167
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserInfo (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:385),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:63,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,385,template-exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"");",168
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx},ChatUsersController,PatchAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserInfo (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:385),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",PATCH,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:236,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,385,template-exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"");",169
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx}:enter,ChatUsersController,EnterAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatEnter (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:287),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:357,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,287,param-literals,Medium,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/openchat:enter"", default);",173
FinUp.Chat.NET.Api,api/v1.9/chat/{chatidx}/users/{chatuseridx}:out,ChatUsersController,OutAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatOut (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:356),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/ChatUsersController.cs:461,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,356,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}:out"", default);",175
FinUp.Chat.NET.Api,api/v1.9/chat/{useridx}/{appcode}/messages/delete-all-message,ChatMessageController,DeleteServiceBlockUserMessageAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestAllMessageDelete (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:707),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",DELETE,FinUp.Chat.NET.Api/Controllers/v1_9/ChatMessageController.cs:197,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,707,template-exact,High,"using var repHttpMsg = await _httpClient.DeleteAsync($""{ApiUrl}/api/v1.9/chat/{userIdx}/{appCode}/messages/delete-all-message"");",181
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserInfoByJWT (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:248),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:61,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,248,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users?Query=1"");",182
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,PostAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserInfoByJWT (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:248),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:43,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,248,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users?Query=1"");",183
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserBan (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:539),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:61,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,539,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/{useridx}/ban"", request, serialOpt);",182
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,PostAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserBan (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:539),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:43,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,539,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/{useridx}/ban"", request, serialOpt);",183
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestServiceBlockUser (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:607),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:61,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,607,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/service-block"", param, serialOpt);",182
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,PostAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestServiceBlockUser (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:607),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:43,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,607,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/service-block"", param, serialOpt);",183
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,GetAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestGetServiceBlock (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:639),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:61,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,639,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users/service-block"");",182
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,PostAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestGetServiceBlock (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:639),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:43,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,639,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users/service-block"");",183
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,GetAsync,FinUp.General,FUApi.ChatApi,ChatApiGetUserBanList (FinUp.General/FUApi.ChatApi.cs:579),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:61,FinUp.General/FUApi.ChatApi.cs,579,exact,High,", url: string.Format(""{0}/api/v1.9/users/{1}/ban"", ChatApiUrl, ChatUserIdx)",182
FinUp.Chat.NET.Api,api/v1.9/Users,UsersController,PostAsync,FinUp.General,FUApi.ChatApi,ChatApiGetUserBanList (FinUp.General/FUApi.ChatApi.cs:579),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:43,FinUp.General/FUApi.ChatApi.cs,579,exact,High,", url: string.Format(""{0}/api/v1.9/users/{1}/ban"", ChatApiUrl, ChatUserIdx)",183
FinUp.Chat.NET.Api,api/v1.9/Users/service-block,UsersController,GetUserServiceBlockAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestServiceBlockUser (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:607),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:107,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,607,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/service-block"", param, serialOpt);",184
FinUp.Chat.NET.Api,api/v1.9/Users/service-block,UsersController,PostUserServiceBlockAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestServiceBlockUser (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:607),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:82,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,607,exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/service-block"", param, serialOpt);",185
FinUp.Chat.NET.Api,api/v1.9/Users/service-block,UsersController,GetUserServiceBlockAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestGetServiceBlock (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:639),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:107,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,639,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users/service-block"");",184
FinUp.Chat.NET.Api,api/v1.9/Users/service-block,UsersController,PostUserServiceBlockAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestGetServiceBlock (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:639),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UsersController.cs:82,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,639,exact,High,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/users/service-block"");",185
FinUp.Chat.NET.Api,api/v1.9/users/{useridx}/ban,UserBanController,GetUserBanListAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserBan (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:539),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UserBanController.cs:55,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,539,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/{useridx}/ban"", request, serialOpt);",188
FinUp.Chat.NET.Api,api/v1.9/users/{useridx}/ban,UserBanController,InsertAsync,Finup.Chat.NET.Blazor.Core,ChatApi,RequestUserBan (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:539),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 템플릿과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UserBanController.cs:33,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,539,template-exact,High,"using var repHttpMsg = await _httpClient.PostAsJsonAsync($""{ApiUrl}/api/v1.9/users/{useridx}/ban"", request, serialOpt);",189
FinUp.Chat.NET.Api,api/v1.9/users/{useridx}/ban,UserBanController,GetUserBanListAsync,FinUp.General,FUApi.ChatApi,ChatApiGetUserBanList (FinUp.General/FUApi.ChatApi.cs:579),"설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api/Controllers/v1_9/UserBanController.cs:55,FinUp.General/FUApi.ChatApi.cs,579,param-literals,Medium,", url: string.Format(""{0}/api/v1.9/users/{1}/ban"", ChatApiUrl, ChatUserIdx)",188
FinUp.Chat.NET.Api,api/v1.9/users/{useridx}/ban,UserBanController,InsertAsync,FinUp.General,FUApi.ChatApi,ChatApiGetUserBanList (FinUp.General/FUApi.ChatApi.cs:579),"설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",POST,FinUp.Chat.NET.Api/Controllers/v1_9/UserBanController.cs:33,FinUp.General/FUApi.ChatApi.cs,579,param-literals,Medium,", url: string.Format(""{0}/api/v1.9/users/{1}/ban"", ChatApiUrl, ChatUserIdx)",189
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3354),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3354,exact,High,"""http://chatapi01.finup.co.kr/api/check""",190
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3355),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3355,exact,High,"//, ""http://chatapi02.finup.co.kr/api/check""",190
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3356),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3356,exact,High,", ""https://chatbadgeapi.finup.co.kr/api/check""",190
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3357),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3357,exact,High,", ""https://chatpushapi.finup.co.kr/api/check""",190
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3358),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3358,exact,High,", ""http://stockdata01.finup.co.kr/api/check/health""",190
FinUp.Chat.NET.Api.Badge,api/Check,CheckController,CheckDB,FinUp.Stock.App.AlphaBot,ProcessUnit,ApiSiteHealthCheck (FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs:3359),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Chat.NET.Api.Badge/Controllers/CheckController.cs:18,FinUp.Stock.App.AlphaBot/Operation/ProcessUnit.cs,3359,exact,High,", ""http://stockdata02.finup.co.kr/api/check/health""",190
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,FinUp.Chat.Admin,View/Markup,View/Markup 영역 (FinUp.Chat.Admin/Views/ThemeChat/Monitoring.cshtml:43),"문자열/경로 참조 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,FinUp.Chat.Admin/Views/ThemeChat/Monitoring.cshtml,43,param-literals,Medium,"url: `${channelUrl}/api/v1/Chat/client/count`,",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatList (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:113),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,113,param-literals,Medium,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat?ListType={listtype}&PageNo={pageno}&PageSize={pagesize}"");",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatListNonJWT (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:146),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,146,param-literals,Medium,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{appcode}/list"");",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatInfo (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:178),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,178,param-literals,Medium,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/openchat"");",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatInfoByKeywordIdx (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:204),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,204,param-literals,Medium,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/{appcode}/{keywordIdx}/info"");",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestOpenchatDiplayUpdate (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:230),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,230,param-literals,Medium,"using var repHttpMsg = await _httpClient.GetAsync($""{ApiUrl}/api/v1.9/chat/openchat/display/{display}"");",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatEnter (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:287),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,287,param-literals,Medium,"using var repHttpMsg = await _httpClient.PostAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/openchat:enter"", default);",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserUpdate (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:324),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,324,param-literals,Medium,"using var repHttpMsg = await _httpClient.PatchAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"", stringContent).ConfigureAwait(false);",192
FinUp.Chat.NET.Api.Channel,api/v{version:apiVersion}/Chat,ChatController,Connect,Finup.Chat.NET.Blazor.Core,ChatApi,RequestChatUserUpdate (Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs:326),"서버-side HTTP 호출 후보; 설정/상수 URL 후보. 매칭=CSV 파라미터 URL의 고정 구간 순차 매칭, 신뢰도=Medium.",GET,FinUp.Chat.NET.Api.Channel/Controllers/ChatController.cs:42,Finup.Chat.NET.Blazor.Core/Protocols/ChatApi.cs,326,param-literals,Medium,"//using var repHttpMsg = await _httpClient.PatchAsJsonAsync($""{ApiUrl}/api/v1.9/chat/{chatidx}/users/{chatuseridx}"", chatUser.Operations);",192
